measurement;ID;ID2;date;d18O;x;y;SE_permill;SE_percent;OH;Distance_um
15;X;BH-91045;16.09.2021;-7.9319726;1282;-6973;0.15;0.09;0.0371;1056.432677
16;X;BH-91045;16.09.2021;-7.582769;1248;-6968;0.16;0.07;0.0377;1022.067023
17;X;BH-91045;16.09.2021;-7.9804731;1214;-6963;0.16;0.04;0.038;987.7013719
18;X;BH-91045;16.09.2021;-9.8816927;1180;-6958;0.15;0.09;0.0398;953.3357226
19;X;BH-91045;16.09.2021;-8.9795834;1147;-6953;0.14;0.13;0.0412;919.9592382
20;X;BH-91045;16.09.2021;-10.0756947;1113;-6948;0.16;0.06;0.038;885.5935862
21;X;BH-91045;16.09.2021;-9.7070909;1079;-6943;0.15;0.16;0.0404;851.2279366
22;X;BH-91045;16.09.2021;-8.2132755;1046;-6938;0.15;0.1;0.0405;817.8514535
23;X;BH-91045;16.09.2021;-5.6039486;1012;-6933;0.19;0.05;0.0392;783.4858008
24;X;BH-91045;16.09.2021;-5.8755514;978;-6928;0.16;0.08;0.0406;749.1201506
25;X;BH-91045;16.09.2021;-5.9822525;945;-6923;0.18;0.07;0.0406;715.7436692
26;X;BH-91045;16.09.2021;-6.9328623;911;-6918;0.23;0.05;0.0425;681.3780155
27;X;BH-91045;16.09.2021;-7.7185704;877;-6913;0.18;0.06;0.0432;647.0123646
28;X;BH-91045;16.09.2021;-8.1453748;844;-6908;0.26;0.19;0.0487;613.6358855
29;X;BH-91045;16.09.2021;-7.8834721;810;-6903;0.19;0.08;0.0429;579.2702305
30;X;BH-91045;16.09.2021;-8.2035754;776;-6898;0.2;0.11;0.0412;544.9045788
31;X;BH-91045;16.09.2021;-8.5139786;742;-6893;0.17;0.07;0.0404;510.5389309
32;X;BH-91045;16.09.2021;-9.8331922;709;-6888;0.18;0.04;0.0414;477.1624461
33;X;BH-91045;16.09.2021;-9.4936887;675;-6883;0.15;0.06;0.0428;442.7967931
34;X;BH-91045;16.09.2021;-10.2696967;641;-6878;0.18;0.04;0.0447;408.4311447
35;X;BH-91045;16.09.2021;-10.4151982;608;-6873;0.19;0.06;0.0452;375.0546627
36;X;BH-91045;16.09.2021;-8.7273808;574;-6868;0.2;0.07;0.0446;340.6890077
37;X;BH-91045;16.09.2021;-9.8719926;540;-6863;0.23;0.26;0.0542;306.3233586
38;X;BH-91045;16.09.2021;-10.0368943;507;-6858;0.18;0.57;0.064;272.9468813
39;X;BH-91045;16.09.2021;-8.4848783;473;-6853;0.19;0.1;0.0444;238.5812231
40;X;BH-91045;16.09.2021;-10.0465944;439;-6848;0.2;0.06;0.043;204.2155724
41;X;BH-91045;16.09.2021;-9.4354881;406;-6843;0.17;0.12;0.0438;170.8391056
42;X;BH-91045;16.09.2021;-10.0465944;372;-6838;0.2;0.06;0.0461;136.4734406
43;X;BH-91045;16.09.2021;-9.6779906;338;-6833;0.23;0.09;0.0463;102.1077862
44;X;BH-91045;16.09.2021;-10.0950949;304;-6828;0.23;0.1;0.0466;67.74215822
45;X;BH-91045;16.09.2021;-10.0950949;271;-6823;0.19;0.11;0.0438;34.36568055
46;X;core;16.09.2021;-11.4143085;237;-6818;0.2;0.11;0.0558;0
1;Y;rim;16.09.2021;-4.963742;0;-4892;0.17;0.28;0.0308;1594.537237
2;Y;BH-91050;16.09.2021;-5.836751;-34;-4891;0.22;0.11;0.03;1560.526193
3;Y;BH-91050;16.09.2021;-5.9919526;-68;-4890;0.22;0.3;0.0319;1526.515313
4;Y;BH-91050;16.09.2021;-7.0104631;-102;-4889;0.18;0.08;0.0318;1492.504606
5;Y;BH-91050;16.09.2021;-4.3332355;-136;-4888;0.16;0.22;0.0297;1458.494086
6;Y;BH-91050;16.09.2021;-5.1383438;-170;-4887;0.18;0.15;0.0299;1424.483766
7;Y;BH-91050;16.09.2021;-6.3023558;-204;-4886;0.15;0.08;0.0299;1390.47366
8;Y;BH-91050;16.09.2021;-6.1956547;-238;-4885;0.23;0.18;0.0325;1356.463785
9;Y;BH-91050;16.09.2021;-7.3111662;-271;-4884;0.21;0.21;0.0343;1323.453059
10;Y;BH-91050;16.09.2021;-4.2653348;-305;-4883;0.18;0.1;0.0292;1289.443678
11;Y;BH-91050;16.09.2021;-5.5845484;-339;-4882;0.11;0.06;0.0293;1255.434586
12;Y;BH-91050;16.09.2021;-6.7291602;-373;-4881;0.19;0.1;0.0341;1221.425806
13;Y;BH-91050;16.09.2021;-7.000763;-407;-4880;0.17;0.08;0.0328;1187.417366
14;Y;BH-91050;16.09.2021;-8.6982805;-441;-4879;0.21;0.05;0.0348;1153.409294
15;Y;BH-91050;16.09.2021;-5.1965444;-475;-4878;0.21;0.05;0.0306;1119.401626
16;Y;BH-91050;16.09.2021;-6.2829556;-508;-4877;0.15;0.04;0.0365;1086.393115
17;Y;BH-91050;16.09.2021;-6.7679606;-542;-4876;0.17;0.23;0.0348;1052.386336
18;Y;BH-91050;16.09.2021;-6.9134621;-576;-4875;0.17;0.1;0.0367;1018.380086
19;Y;BH-91050;16.09.2021;-7.6215694;-610;-4874;0.2;0.21;0.0357;984.3744206
20;Y;BH-91050;16.09.2021;-7.4178673;-644;-4873;0.2;0.12;0.0373;950.3694019
21;Y;BH-91050;16.09.2021;-7.0104631;-678;-4872;0.14;0.07;0.0364;916.3651019
22;Y;BH-91050;16.09.2021;-7.5439686;-712;-4871;0.2;0.07;0.0353;882.3616039
23;Y;BH-91050;16.09.2021;-8.2229756;-745;-4870;0.16;0.11;0.0371;849.3574042
24;Y;BH-91050;16.09.2021;-7.9901732;-779;-4869;0.15;0.1;0.0336;815.3557506
25;Y;BH-91050;16.09.2021;-4.6921392;-813;-4868;0.17;0.12;0.0383;781.3552329
26;Y;BH-91050;16.09.2021;-6.5254581;-847;-4866;0.22;0.11;0.0378;747.2964606
27;Y;BH-91050;16.09.2021;-7.5051682;-881;-4864;0.14;0.08;0.0449;713.2376883
28;Y;BH-91050;16.09.2021;-7.970773;-916;-4864;0.2;0.05;0.0417;678.3015554
29;Y;BH-91050;16.09.2021;-7.8640719;-948;-4860;0.23;0.1;0.0398;646.1184102
30;Y;BH-91050;16.09.2021;-7.9319726;-982;-4858;0.18;0.04;0.0392;612.0596376
31;Y;BH-91050;16.09.2021;-7.2335654;-1016;-4856;0.18;0.13;0.0397;578.0008651
32;Y;BH-91050;16.09.2021;-6.9231622;-1050;-4854;0.21;0.15;0.0368;543.9420925
33;Y;BH-91050;16.09.2021;-7.1850649;-1084;-4852;0.2;0.08;0.035;509.88332
34;Y;BH-91050;16.09.2021;-7.7573708;-1118;-4850;0.17;0.06;0.0372;475.8245475
35;Y;BH-91050;16.09.2021;-7.5924691;-1152;-4848;0.21;0.06;0.0359;441.765775
36;Y;BH-91050;16.09.2021;-7.3014661;-1185;-4846;0.19;0.19;0.0364;408.7052728
37;Y;BH-91050;16.09.2021;-7.1656647;-1219;-4844;0.19;0.03;0.0366;374.6465001
38;Y;BH-91050;16.09.2021;-7.9610729;-1253;-4842;0.2;0.16;0.039;340.5877273
39;Y;BH-91050;16.09.2021;-10.1144951;-1287;-4840;0.23;0.13;0.0378;306.5289546
40;Y;BH-91050;16.09.2021;-9.6488903;-1321;-4838;0.21;0.13;0.0392;272.4701819
41;Y;BH-91050;16.09.2021;-10.3763978;-1355;-4836;0.19;0.08;0.0372;238.4114091
42;Y;BH-91050;16.09.2021;-9.3772875;-1389;-4834;0.16;0.12;0.036;204.3526364
43;Y;BH-91050;16.09.2021;-9.7458913;-1423;-4832;0.21;0.09;0.0368;170.2938637
44;Y;BH-91050;16.09.2021;-10.4054981;-1457;-4830;0.2;0.08;0.0373;136.2350909
45;Y;BH-91050;16.09.2021;-10.2114961;-1491;-4828;0.23;0.09;0.0372;102.1763182
46;Y;BH-91050;16.09.2021;-10.3666977;-1525;-4826;0.18;0.08;0.037;68.11754546
47;Y;BH-91050;16.09.2021;-9.9010929;-1559;-4824;0.18;0.08;0.0374;34.05877273
48;Y;core;16.09.2021;-10.4054981;-1593;-4822;0.22;0.17;0.0374;0
1;Z;rim;16.09.2021;-5.6039486;2922;-6856;0.16;0.06;0.0349;1318.823718
2;Z;BH-91053;16.09.2021;-6.2150549;2905;-6825;0.21;0.12;0.0337;1283.471075
3;Z;BH-91053;16.09.2021;-6.0986537;2888;-6794;0.16;0.13;0.0308;1248.118584
4;Z;BH-91053;16.09.2021;-7.0783638;2871;-6763;0.16;0.07;0.0338;1212.766259
5;Z;BH-91053;16.09.2021;-6.5351582;2854;-6732;0.18;0.15;0.0317;1177.414116
6;Z;BH-91053;16.09.2021;-6.5642585;2838;-6701;0.19;0.1;0.0329;1142.530962
7;Z;BH-91053;16.09.2021;-6.0404531;2821;-6670;0.19;0.19;0.0302;1107.178847
8;Z;BH-91053;16.09.2021;-7.0492635;2804;-6639;0.17;0.06;0.0345;1071.826945
9;Z;BH-91053;16.09.2021;-6.7970609;2787;-6608;0.17;0.1;0.035;1036.475277
10;Z;BH-91053;16.09.2021;-6.7776607;2771;-6577;0.19;0.15;0.0362;1001.591733
11;Z;BH-91053;16.09.2021;-4.5175374;2754;-6546;0.18;0.13;0.0312;966.2401358
12;Z;BH-91053;16.09.2021;-4.7503398;2737;-6515;0.18;0.1;0.0332;930.8888226
13;Z;BH-91053;16.09.2021;-5.5263478;2721;-6484;0.18;0.04;0.0346;896.0050223
14;Z;BH-91053;16.09.2021;-5.4778473;2704;-6453;0.22;0.15;0.0339;860.6538212
15;Z;BH-91053;16.09.2021;-5.933752;2687;-6422;0.21;0.11;0.0347;825.3029747
16;Z;BH-91053;16.09.2021;-7.1074641;2670;-6391;0.16;0.1;0.0354;789.9525302
17;Z;BH-91053;16.09.2021;-7.4275674;2654;-6360;0.18;0.11;0.037;755.0682088
18;Z;BH-91053;16.09.2021;-7.2141652;2637;-6329;0.19;0.1;0.038;719.7180003
19;Z;BH-91053;16.09.2021;-7.7379706;2620;-6298;0.17;0.1;0.0386;684.3683219
20;Z;BH-91053;16.09.2021;-7.2044651;2603;-6267;0.14;0.06;0.037;649.0192601
21;Z;BH-91053;16.09.2021;-7.2238653;2587;-6236;0.2;0.1;0.0365;614.1343501
22;Z;BH-91053;16.09.2021;-8.067774;2570;-6204;0.2;0.06;0.0407;577.8996453
23;Z;BH-91053;16.09.2021;-8.4363778;2553;-6172;0.17;0.13;0.0383;541.6650256
24;Z;BH-91053;16.09.2021;-8.1259746;2537;-6140;0.18;0.13;0.0366;505.8942577
25;Z;BH-91053;16.09.2021;-7.8834721;2520;-6108;0.17;0.06;0.0375;469.6594511
26;Z;BH-91053;16.09.2021;-7.1171642;2503;-6076;0.13;0.1;0.0378;433.424734
27;Z;BH-91053;16.09.2021;-6.806761;2486;-6044;0.2;0.11;0.0392;397.1901308
28;Z;BH-91053;16.09.2021;-7.9513728;2470;-6012;0.18;0.06;0.0347;361.4194239
29;Z;BH-91053;16.09.2021;-6.8649616;2453;-5980;0.23;0.05;0.0327;325.184563
30;Z;BH-91053;16.09.2021;-7.7476707;2436;-5948;0.22;0.08;0.0322;288.9498226
31;Z;BH-91053;16.09.2021;-7.7476707;2419;-5916;0.19;0.14;0.0375;252.7152548
32;Z;BH-91053;16.09.2021;-7.4566677;2403;-5884;0.21;0.11;0.0327;216.9446934
33;Z;BH-91053;16.09.2021;-9.3772875;2386;-5852;0.16;0.1;0.0358;180.709712
34;Z;BH-91053;16.09.2021;-9.5712895;2369;-5820;0.2;0.12;0.034;144.4749113
35;Z;BH-91053;16.09.2021;-9.0183838;2353;-5788;0.2;0.12;0.0321;108.7060256
36;Z;BH-91053;16.09.2021;-9.5324891;2336;-5756;0.18;0.1;0.0331;72.47068373
37;Z;BH-91053;16.09.2021;-9.7943918;2319;-5724;0.19;0.13;0.034;36.23534186
38;Z;core;16.09.2021;-9.2996867;2302;-5692;0.18;0.06;0.035;0
1;1;rim;27.09.2021;-5.8076507;4659;-3491;0.23;0.1;0.0505;1189.394804
2;1;BH-91054;27.09.2021;-5.5166477;4627;-3505;0.19;0.13;0.0465;1154.469575
3;1;BH-91054;27.09.2021;-5.3905464;4595;-3519;0.17;0.38;0.0448;1119.54455
4;1;BH-91054;27.09.2021;-5.5651482;4564;-3533;0.15;0.08;0.0477;1085.5418
5;1;BH-91054;27.09.2021;-5.0316427;4533;-3547;0.21;0.03;0.0496;1051.539823
6;1;BH-91054;27.09.2021;-4.5563378;4501;-3561;0.15;0.04;0.0474;1016.615955
7;1;BH-91054;27.09.2021;-6.0210529;4470;-3575;0.2;0.1;0.0466;982.6153876
8;1;BH-91054;27.09.2021;-5.0413428;4439;-3589;0.16;0.12;0.0429;948.6158337
9;1;BH-91054;27.09.2021;-5.836751;4407;-3602;0.18;0.06;0.0469;914.0771302
10;1;BH-91054;27.09.2021;-3.9161312;4376;-3615;0.18;0.1;0.0488;880.4618106
11;1;BH-91054;27.09.2021;-5.0510429;4345;-3628;0.18;0.1;0.0458;846.8465032
12;1;BH-91054;28.09.2021;-6.224755;4313;-3641;0.15;0.04;0.0443;812.3078234
13;1;BH-91054;28.09.2021;-6.1665544;4282;-3654;0.16;0.13;0.0439;778.6924939
14;1;BH-91054;28.09.2021;-6.8649616;4251;-3667;0.15;0.04;0.0441;745.0771772
15;1;BH-91054;28.09.2021;-6.2053548;4219;-3680;0.2;0.17;0.0451;710.5385282
16;1;BH-91054;28.09.2021;-5.6912495;4188;-3693;0.19;0.04;0.0487;676.9231862
17;1;BH-91054;28.09.2021;-5.157744;4157;-3706;0.15;0.04;0.0491;643.3078579
18;1;BH-91054;28.09.2021;-6.0210529;4126;-3719;0.2;0.06;0.0492;609.6925455
19;1;BH-91054;28.09.2021;-6.5836587;4094;-3732;0.13;0.04;0.0501;575.1538924
20;1;BH-91054;28.09.2021;-6.70976;4063;-3745;0.18;0.24;0.0508;541.538549
21;1;BH-91054;28.09.2021;-6.7291602;4032;-3758;0.2;0.1;0.0515;507.9232225
22;1;BH-91054;28.09.2021;-6.9619626;4000;-3771;0.17;0.09;0.0518;473.3846216
23;1;BH-91054;28.09.2021;-6.1762545;3969;-3784;0.15;0.12;0.0528;439.7692577
24;1;BH-91054;28.09.2021;-7.0686637;3938;-3797;0.2;0.07;0.0523;406.1539117
25;1;BH-91054;28.09.2021;-7.0201632;3906;-3810;0.15;0.11;0.0518;371.6153926
26;1;BH-91054;28.09.2021;-5.351746;3875;-3823;0.15;0.07;0.0513;338
27;1;BH-91054;28.09.2021;-5.6815494;3844;-3836;0.17;0.11;0.0519;304.3846251
28;1;BH-91054;28.09.2021;-6.6321592;3812;-3849;0.14;0.05;0.0537;269.8462525
29;1;BH-91054;28.09.2021;-6.1665544;3781;-3862;0.17;0.08;0.0542;236.2308193
30;1;BH-91054;28.09.2021;-6.5836587;3750;-3875;0.16;0.13;0.0551;202.6153992
31;1;BH-91054;28.09.2021;-5.1965444;3719;-3888;0.19;0.19;0.0503;169
32;1;BH-91054;28.09.2021;-5.6039486;3687;-3901;0.18;0.1;0.0496;134.4618905
33;1;BH-91054;28.09.2021;-6.4478573;3656;-3914;0.19;0.06;0.0442;100.8464179
34;1;BH-91054;28.09.2021;-6.127754;3625;-3927;0.17;0.06;0.0459;67.23094526
35;1;BH-91054;28.09.2021;-6.7194601;3593;-3940;0.19;0.08;0.0461;32.69556545
36;1;core;28.09.2021;-7.0783638;3563;-3953;0.14;0.07;0.0484;0
1;4;rim;27.09.2021;-8.261776;4990;2265;0.37;0.59;0.0669;2047.687965
2;4;BH-91328;27.09.2021;-4.5272375;4965;2290;0.15;0.11;0.0527;2012.355833
3;4;BH-91328;27.09.2021;-6.5351582;4940;2315;0.2;0.07;0.065;1977.024532
4;4;BH-91328;27.09.2021;-4.9831422;4916;2341;0.22;0.1;0.054;1941.641058
5;4;BH-91328;27.09.2021;-3.4408263;4892;2367;0.2;0.13;0.0536;1906.25759
6;4;BH-91328;27.09.2021;-4.7503398;4868;2393;0.2;0.19;0.0571;1870.874127
7;4;BH-91328;27.09.2021;-5.1868443;4844;2419;0.19;0.14;0.057;1835.49067
8;4;BH-91328;27.09.2021;-2.6260179;4820;2445;0.16;0.17;0.0522;1800.107219
9;4;BH-91328;27.09.2021;-4.7115394;4796;2471;0.16;0.11;0.0521;1764.723774
10;4;BH-91328;27.09.2021;-6.9813628;4772;2496;0.25;0.1;0.0599;1730.07312
11;4;BH-91328;27.09.2021;-4.1780339;4748;2522;0.17;0.18;0.0524;1694.689647
12;4;BH-91328;27.09.2021;-4.1295334;4724;2548;0.15;0.08;0.0546;1659.30618
13;4;BH-91328;27.09.2021;-6.2441552;4700;2574;0.12;0.24;0.0637;1623.92272
14;4;BH-91328;27.09.2021;-3.7512295;4676;2600;0.25;0.18;0.0542;1588.539266
15;4;BH-91328;27.09.2021;-5.2256447;4652;2626;0.16;0.18;0.0587;1553.15582
16;4;BH-91328;27.09.2021;-6.612759;4628;2652;0.12;0.27;0.0568;1517.772381
17;4;BH-91328;27.09.2021;-3.0916227;4604;2677;0.22;0.18;0.0475;1483.121708
18;4;BH-91328;27.09.2021;-3.993732;4580;2703;0.13;0.08;0.0496;1447.738236
19;4;BH-91328;27.09.2021;-5.8464511;4556;2729;0.19;0.13;0.06;1412.354771
20;4;BH-91328;27.09.2021;-6.6903598;4532;2755;0.18;0.39;0.0625;1376.971314
21;4;BH-91328;27.09.2021;-2.9461212;4508;2781;0.16;0.09;0.0473;1341.587865
22;4;BH-91328;27.09.2021;-3.3729256;4484;2807;0.17;0.1;0.0468;1306.204425
23;4;BH-91328;27.09.2021;-4.4690369;4460;2833;0.17;0.09;0.0518;1270.820994
24;4;BH-91328;27.09.2021;-6.4478573;4436;2858;0.19;0.14;0.0574;1236.170296
25;4;BH-91328;27.09.2021;-6.7194601;4412;2884;0.17;0.16;0.0543;1200.786825
26;4;BH-91328;27.09.2021;-5.1480439;4388;2910;0.19;0.1;0.0554;1165.403364
27;4;BH-91328;27.09.2021;-3.79973;4364;2936;0.17;0.1;0.053;1130.019911
28;4;BH-91328;27.09.2021;-5.0025424;4340;2962;0.18;0.29;0.0502;1094.636469
29;4;BH-91328;27.09.2021;-5.8464511;4315;2988;0.15;0.12;0.0523;1058.572624
30;4;BH-91328;27.09.2021;-7.3984671;4291;3014;0.2;0.25;0.0596;1023.189132
31;4;BH-91328;27.09.2021;-3.120723;4267;3039;0.17;0.14;0.0525;988.5388207
32;4;BH-91328;27.09.2021;-3.7415294;4243;3065;0.2;0.11;0.0527;953.1552864
33;4;BH-91328;27.09.2021;-5.1286437;4219;3091;0.17;0.06;0.0505;917.7717581
34;4;BH-91328;27.09.2021;-6.0113528;4195;3117;0.16;0.18;0.0518;882.3882365
35;4;BH-91328;27.09.2021;-6.3120559;4171;3143;0.2;0.07;0.0519;847.0047225
36;4;BH-91328;27.09.2021;-6.2635554;4147;3169;0.19;0.2;0.0555;811.6212171
37;4;BH-91328;27.09.2021;-4.4690369;4123;3195;0.17;0.05;0.0492;776.2377213
38;4;BH-91328;27.09.2021;-6.3993568;4099;3220;0.16;0.1;0.0494;741.5874864
39;4;BH-91328;27.09.2021;-6.8261612;4075;3246;0.16;0.08;0.0507;706.2039366
40;4;BH-91328;27.09.2021;-6.6321592;4051;3272;0.21;0.11;0.0493;670.8203932
41;4;BH-91328;27.09.2021;-6.7776607;4057;3298;0.19;0.09;0.0483;656.2011887
42;4;BH-91328;27.09.2021;-6.0113528;4003;3324;0.18;0.05;0.046;600.053331
43;4;BH-91328;27.09.2021;-5.9919526;3979;3350;0.21;0.1;0.0472;564.669815
44;4;BH-91328;27.09.2021;-6.5060579;3955;3376;0.18;0.06;0.0476;529.2863119
45;4;BH-91328;27.09.2021;-6.4090569;3931;3401;0.19;0.18;0.0492;494.63623
46;4;BH-91328;27.09.2021;-4.2944351;3907;3427;0.19;0.11;0.0483;459.2526538
47;4;BH-91328;27.09.2021;-5.4196467;3883;3453;0.11;0.2;0.0713;423.8690836
48;4;BH-91328;27.09.2021;-6.321756;3859;3479;0.18;0.04;0.0644;388.485521
49;4;BH-91328;27.09.2021;-5.8949516;3835;3505;0.18;0.08;0.0477;353.1019683
50;4;BH-91328;27.09.2021;-5.9046517;3811;3531;0.22;0.09;0.0493;317.7184288
51;4;BH-91328;27.09.2021;-6.4963578;3787;3557;0.18;0.07;0.0462;282.3349075
52;4;BH-91328;27.09.2021;-6.1568543;3763;3583;0.18;0.06;0.0445;246.9514122
53;4;BH-91328;27.09.2021;-6.5060579;3739;3608;0.18;0.05;0.0428;212.3016722
54;4;BH-91328;27.09.2021;-6.2732555;3715;3634;0.21;0.02;0.0449;176.9180601
55;4;BH-91328;27.09.2021;-6.1180539;3691;3660;0.18;0.11;0.0441;141.5344481
56;4;BH-91328;27.09.2021;-7.2626657;3666;3686;0.19;0.09;0.0445;105.4751155
57;4;BH-91328;27.09.2021;-6.2829556;3643;3712;0.17;0.03;0.0442;70.76722405
58;4;BH-91328;27.09.2021;-7.1850649;3618;3738;0.18;0.04;0.0471;34.71310992
59;4;core;27.09.2021;-6.7291602;3595;3764;0.18;0.17;0.0478;0
