Sample	Quality	Age	Cohort	Piscivorous	I	Year	Increment	X	Y
234	2	6	2014	549.9	Piscivorous			1588	1900
234	2	6	2014	549.9	1	2015	970.8	1638	931
234	2	6	2014	549.9	2	2016	145.5	1646	785
234	2	6	2014	549.9	3	2017	124.2	1652	661
234	2	6	2014	549.9	4	2018	132.7	1659	529
234	2	6	2014	549.9	5	2019	119.2	1666	410
234	2	6	2014	549.9	6	2020	100.1	1671	310
234	2	6	2014	549.9	edge		101.8	1676	208
235	2	3	2017	640.4	Piscivorous			1856	1736
235	2	3	2017	640.4	1	2018	892.1	1858	844
235	2	3	2017	640.4	2	2019	291.7	1859	552
235	2	3	2017	640.4	3	2020	184.2	1860	368
235	2	3	2017	640.4	edge		132.0	1860	236
236	1	2	2018	1157.1	Piscivorous			1873	1918
236	1	2	2018	1157.1	1	2019	1464.7	1688	465
236	1	2	2018	1157.1	2	2020	224.8	1660	242
236	1	2	2018	1157.1	edge		194.6	1635	49
237	2	3	2017	626.2	Piscivorous			1588	1884
237	2	3	2017	626.2	1	2018	802.7	1649	1084
237	2	3	2017	626.2	2	2019	251.2	1668	833
237	2	3	2017	626.2	3	2020	332.2	1693	502
237	2	3	2017	626.2	edge		194.5	1708	308
238	1	9	2011	264.0	Piscivorous			1738	1838
238	1	9	2011	264.0	1	2012	440.7	1737	1398
238	1	9	2011	264.0	2	2013	215.0	1737	1183
238	1	9	2011	264.0	3	2014	146.9	1736	1036
238	1	9	2011	264.0	4	2015	150.9	1736	885
238	1	9	2011	264.0	5	2016	272.3	1735	613
238	1	9	2011	264.0	6	2017	175.6	1735	437
238	1	9	2011	264.0	7	2018	118.3	1735	319
238	1	9	2011	264.0	8	2019	35.8	1735	283
238	1	9	2011	264.0	9	2020	50.2	1735	233
238	1	9	2011	264.0	edge		46.3	1734	186
239	2	0	2020	1585.2	Piscivorous			1705	1808
239	2	0	2020	1585.2	edge		1584.7	1795	225
24	2	6	2014	736.3	Piscivorous			1594	1853
24	2	6	2014	736.3	1	2015	921.6	1819	959
24	2	6	2014	736.3	2	2016	291.2	1890	676
24	2	6	2014	736.3	3	2017	193.9	1937	488
24	2	6	2014	736.3	4	2018	103.4	1962	388
24	2	6	2014	736.3	5	2019	97.4	1986	294
24	2	6	2014	736.3	6	2020	115.3	2014	182
24	2	6	2014	736.3	edge		60.7	2029	123
240	3	5	2015	468.4	Piscivorous			1716	1800
240	3	5	2015	468.4	1	2016	688.4	1722	1112
240	3	5	2015	468.4	2	2017	283.4	1725	828
240	3	5	2015	468.4	3	2018	296.1	1728	532
240	3	5	2015	468.4	4	2019	184.9	1730	347
240	3	5	2015	468.4	5	2020	135.4	1731	212
240	3	5	2015	468.4	edge		127.8	1732	84
241	3	3	2017	672.4	Piscivorous			1537	1808
241	3	3	2017	672.4	1	2018	925.8	1508	882
241	3	3	2017	672.4	2	2019	306.4	1499	576
241	3	3	2017	672.4	3	2020	351.2	1488	225
241	3	3	2017	672.4	edge		118.6	1484	107
242	1	3	2017	217.6	Piscivorous			1799	1750
242	1	3	2017	217.6	1	2018	515.8	1780	1235
242	1	3	2017	217.6	2	2019	677.4	1754	558
242	1	3	2017	217.6	3	2020	237.2	1745	321
242	1	3	2017	217.6	edge		173.4	1738	148
243	2	0	2020	1552.5	Piscivorous			1573	1684
243	2	0	2020	1552.5	edge		1549.1	1630	136
244	1	8	2012	344.2	Piscivorous			1684	1935
244	1	8	2012	344.2	1	2013	734.4	1649	1202
244	1	8	2012	344.2	2	2014	169.1	1640	1033
244	1	8	2012	344.2	3	2015	201.5	1631	831
244	1	8	2012	344.2	4	2016	106.5	1626	725
244	1	8	2012	344.2	5	2017	194.0	1616	531
244	1	8	2012	344.2	6	2018	179.7	1607	352
244	1	8	2012	344.2	7	2019	100.2	1603	252
244	1	8	2012	344.2	8	2020	114.7	1597	137
244	1	8	2012	344.2	edge		47.6	1595	90
245	1	2	2018	594.5	Piscivorous			1640	1746
245	1	2	2018	594.5	1	2019	733.6	1478	1030
245	1	2	2018	594.5	2	2020	486.3	1372	556
245	1	2	2018	594.5	edge		217.0	1324	344
246	2	6	2014	790.9	Piscivorous			1628	1812
246	2	6	2014	790.9	1	2015	1036.4	1595	776
246	2	6	2014	790.9	2	2016	155.4	1590	621
246	2	6	2014	790.9	3	2017	103.4	1587	517
246	2	6	2014	790.9	4	2018	156.6	1582	361
246	2	6	2014	790.9	5	2019	117.0	1578	244
246	2	6	2014	790.9	6	2020	83.4	1575	161
246	2	6	2014	790.9	edge		96.7	1572	64
247	1	5	2015	401.0	Piscivorous			1808	1768
247	1	5	2015	401.0	1	2016	651.6	1793	1117
247	1	5	2015	401.0	2	2017	236.6	1788	880
247	1	5	2015	401.0	3	2018	184.1	1784	696
247	1	5	2015	401.0	4	2019	264.4	1778	432
247	1	5	2015	401.0	5	2020	160.0	1774	272
247	1	5	2015	401.0	edge		107.7	1772	164
248	2	3	2017	446.0	Piscivorous			1662	1776
248	2	3	2017	446.0	1	2018	629.5	1701	1148
248	2	3	2017	446.0	2	2019	387.7	1725	761
248	2	3	2017	446.0	3	2020	384.7	1748	377
248	2	3	2017	446.0	edge		155.0	1758	222
249	1	8	2012	487.9	Piscivorous			1709	1779
249	1	8	2012	487.9	1	2013	710.8	1835	1079
249	1	8	2012	487.9	2	2014	204.2	1871	878
249	1	8	2012	487.9	3	2015	254.8	1916	628
249	1	8	2012	487.9	4	2016	165.0	1945	465
249	1	8	2012	487.9	5	2017	126.5	1967	341
249	1	8	2012	487.9	6	2018	70.0	1980	272
249	1	8	2012	487.9	7	2019	47.6	1988	225
249	1	8	2012	487.9	8	2020	38.9	1995	187
249	1	8	2012	487.9	edge		52.1	2004	135
25	1	5	2015	542.6	Piscivorous			1799	1787
25	1	5	2015	542.6	1	2016	776.2	1677	1021
25	1	5	2015	542.6	2	2017	220.8	1642	803
25	1	5	2015	542.6	3	2018	246.6	1603	559
25	1	5	2015	542.6	4	2019	205.6	1571	356
25	1	5	2015	542.6	5	2020	173.9	1544	184
25	1	5	2015	542.6	edge		145.2	1521	41
250	2	3	2017	963.0	Piscivorous			1824	1877
250	2	3	2017	963.0	1	2018	1282.9	1807	594
250	2	3	2017	963.0	2	2019	327.8	1802	267
250	2	3	2017	963.0	3	2020	135.8	1801	131
250	2	3	2017	963.0	edge		94.0	1799	37
251	2	6	2014	590.1	Piscivorous			1668	1928
251	2	6	2014	590.1	1	2015	906.0	1608	1024
251	2	6	2014	590.1	2	2016	259.1	1591	765
251	2	6	2014	590.1	3	2017	351.0	1568	415
251	2	6	2014	590.1	4	2018	72.9	1563	342
251	2	6	2014	590.1	5	2019	91.0	1557	252
251	2	6	2014	590.1	6	2020	121.6	1549	130
251	2	6	2014	590.1	edge		82.5	1544	48
